image_id,true_label,method,orig_pred,orig_conf,anon_pred,anon_conf,identity_similarity,reid_match,emotion_selection_score,selected_seed,selection_mode,prompt,error
1,angry,E_EmotionAware_Selection,angry,0.9888432025909424,neutral,0.9799098968505859,,,0.009410475380718708,43,emotion_only,"photorealistic portrait of a different person with the same angry facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
1,angry,F_EmotionAware_PrivacyConstrained,angry,0.9888432025909424,neutral,0.986160397529602,0.10372743010520935,,0.0020968252792954445,45,no_validated_threshold_fallback,"photorealistic portrait of a different person with the same angry facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
1,angry,G_EditFriendly_DDPM_Inversion_Main,angry,0.9888432025909424,happy,0.8226286768913269,0.40481480956077576,,,42,edit_friendly_ddpm_inversion,"photorealistic portrait of a different person with the same angry facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
2,disgust,A_BBox_Generic,angry,0.8042762875556946,neutral,0.9779072999954224,0.5530614256858826,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
2,disgust,B_Segmentation_Generic,angry,0.8042762875556946,sad,0.970849871635437,0.5426383018493652,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
2,disgust,C_Segmentation_Prompt,angry,0.8042762875556946,sad,0.9758067727088928,0.5183961391448975,,,42,,"photorealistic portrait of a different person with disgusted, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
2,disgust,D_SelectiveSegmentation_Prompt,angry,0.8042762875556946,neutral,0.9304000735282898,0.5924871563911438,,,42,,"photorealistic portrait of a different person with disgusted, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
2,disgust,E_EmotionAware_Selection,angry,0.8042762875556946,neutral,0.7715204954147339,0.5804390907287598,,0.021949905902147293,42,emotion_only,"photorealistic portrait of a different person with the same disgusted facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
2,disgust,F_EmotionAware_PrivacyConstrained,angry,0.8042762875556946,neutral,0.7715204954147339,0.5804390907287598,,0.0009735507774166763,42,no_validated_threshold_fallback,"photorealistic portrait of a different person with the same disgusted facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
2,disgust,G_EditFriendly_DDPM_Inversion_Main,angry,0.8042762875556946,angry,0.9563421607017517,0.549408495426178,,,42,edit_friendly_ddpm_inversion,"photorealistic portrait of a different person with the same disgusted facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
3,disgust,A_BBox_Generic,disgust,0.9910377264022827,neutral,0.9896628260612488,0.13539929687976837,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
3,disgust,B_Segmentation_Generic,disgust,0.9910377264022827,neutral,0.9519557952880859,0.2204935997724533,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
3,disgust,C_Segmentation_Prompt,disgust,0.9910377264022827,neutral,0.9119563698768616,0.25171297788619995,,,42,,"photorealistic portrait of a different person with disgusted, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
3,disgust,D_SelectiveSegmentation_Prompt,disgust,0.9910377264022827,neutral,0.862684965133667,0.4785112142562866,,,42,,"photorealistic portrait of a different person with disgusted, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
3,disgust,E_EmotionAware_Selection,disgust,0.9910377264022827,angry,0.5794273614883423,0.4794425964355469,,0.2740737795829773,45,emotion_only,"photorealistic portrait of a different person with the same disgusted facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
3,disgust,F_EmotionAware_PrivacyConstrained,disgust,0.9910377264022827,angry,0.5794273614883423,0.4794425964355469,,0.1696012169122696,45,no_validated_threshold_fallback,"photorealistic portrait of a different person with the same disgusted facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
3,disgust,G_EditFriendly_DDPM_Inversion_Main,disgust,0.9910377264022827,sad,0.9555017948150635,0.3294675946235657,,,42,edit_friendly_ddpm_inversion,"photorealistic portrait of a different person with the same disgusted facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
4,fear,A_BBox_Generic,surprise,0.5850236415863037,neutral,0.9603596329689026,0.5529991984367371,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
4,fear,B_Segmentation_Generic,surprise,0.5850236415863037,neutral,0.9813523888587952,0.5810351371765137,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
4,fear,C_Segmentation_Prompt,surprise,0.5850236415863037,neutral,0.9291287064552307,0.5915366411209106,,,42,,"photorealistic portrait of a different person with fearful, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
4,fear,D_SelectiveSegmentation_Prompt,surprise,0.5850236415863037,neutral,0.8666014075279236,0.5622157454490662,,,42,,"photorealistic portrait of a different person with fearful, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
4,fear,E_EmotionAware_Selection,surprise,0.5850236415863037,neutral,0.6500715613365173,0.5229880809783936,,0.22288456559181213,42,emotion_only,"photorealistic portrait of a different person with the same fearful facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
4,fear,F_EmotionAware_PrivacyConstrained,surprise,0.5850236415863037,neutral,0.6500715613365173,0.5229880809783936,,0.27365922927856445,42,no_validated_threshold_fallback,"photorealistic portrait of a different person with the same fearful facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
4,fear,G_EditFriendly_DDPM_Inversion_Main,surprise,0.5850236415863037,fear,0.9181268215179443,0.48654964566230774,,,42,edit_friendly_ddpm_inversion,"photorealistic portrait of a different person with the same fearful facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
5,happy,A_BBox_Generic,happy,0.993698239326477,neutral,0.9893269538879395,0.18233230710029602,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
5,happy,B_Segmentation_Generic,happy,0.993698239326477,neutral,0.9047794342041016,0.2463146597146988,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
5,happy,C_Segmentation_Prompt,happy,0.993698239326477,happy,0.9893276691436768,0.3885897696018219,,,42,,"photorealistic portrait of a different person with smiling, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
5,happy,D_SelectiveSegmentation_Prompt,happy,0.993698239326477,happy,0.9809076189994812,0.4664338529109955,,,42,,"photorealistic portrait of a different person with smiling, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
5,happy,E_EmotionAware_Selection,happy,0.993698239326477,happy,0.990303099155426,0.4476259648799896,,0.9999920725822449,43,emotion_only,"photorealistic portrait of a different person with the same smiling facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
5,happy,F_EmotionAware_PrivacyConstrained,happy,0.993698239326477,happy,0.990303099155426,0.4476259648799896,,0.990303099155426,43,no_validated_threshold_fallback,"photorealistic portrait of a different person with the same smiling facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
5,happy,G_EditFriendly_DDPM_Inversion_Main,happy,0.993698239326477,happy,0.6719900369644165,0.569122314453125,,,42,edit_friendly_ddpm_inversion,"photorealistic portrait of a different person with the same smiling facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
6,happy,A_BBox_Generic,happy,0.9120407700538635,neutral,0.9857660531997681,0.48110318183898926,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
6,happy,B_Segmentation_Generic,happy,0.9120407700538635,neutral,0.9801061749458313,0.44202178716659546,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
6,happy,C_Segmentation_Prompt,happy,0.9120407700538635,happy,0.9950946569442749,0.45893049240112305,,,42,,"photorealistic portrait of a different person with smiling, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
6,happy,D_SelectiveSegmentation_Prompt,happy,0.9120407700538635,happy,0.9956743121147156,0.5427213907241821,,,42,,"photorealistic portrait of a different person with smiling, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
6,happy,E_EmotionAware_Selection,happy,0.9120407700538635,happy,0.981541633605957,0.5600330233573914,,0.9986120462417603,42,emotion_only,"photorealistic portrait of a different person with the same smiling facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
6,happy,F_EmotionAware_PrivacyConstrained,happy,0.9120407700538635,happy,0.981541633605957,0.5600330233573914,,0.981541633605957,42,no_validated_threshold_fallback,"photorealistic portrait of a different person with the same smiling facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
6,happy,G_EditFriendly_DDPM_Inversion_Main,happy,0.9120407700538635,angry,0.46138903498649597,0.6060607433319092,,,42,edit_friendly_ddpm_inversion,"photorealistic portrait of a different person with the same smiling facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
7,neutral,A_BBox_Generic,neutral,0.5831284523010254,neutral,0.9899539947509766,0.44661858677864075,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
7,neutral,B_Segmentation_Generic,neutral,0.5831284523010254,neutral,0.9890959858894348,0.5098772048950195,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
7,neutral,C_Segmentation_Prompt,neutral,0.5831284523010254,neutral,0.9828033447265625,0.5405976176261902,,,42,,"photorealistic portrait of a different person with neutral expression, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
7,neutral,D_SelectiveSegmentation_Prompt,neutral,0.5831284523010254,neutral,0.9863300919532776,0.5228105187416077,,,42,,"photorealistic portrait of a different person with neutral expression, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
7,neutral,E_EmotionAware_Selection,neutral,0.5831284523010254,neutral,0.9877403378486633,0.629499077796936,,0.8855900168418884,46,emotion_only,"photorealistic portrait of a different person with the same neutral expression facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
7,neutral,F_EmotionAware_PrivacyConstrained,neutral,0.5831284523010254,neutral,0.9903790950775146,0.6065956950187683,,0.9903790950775146,45,no_validated_threshold_fallback,"photorealistic portrait of a different person with the same neutral expression facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
7,neutral,G_EditFriendly_DDPM_Inversion_Main,neutral,0.5831284523010254,sad,0.692965567111969,0.4213154911994934,,,42,edit_friendly_ddpm_inversion,"photorealistic portrait of a different person with the same neutral expression facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
8,neutral,A_BBox_Generic,neutral,0.9905056357383728,neutral,0.9886090755462646,0.37838006019592285,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
8,neutral,B_Segmentation_Generic,neutral,0.9905056357383728,sad,0.9560517072677612,0.4876270592212677,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
8,neutral,C_Segmentation_Prompt,neutral,0.9905056357383728,sad,0.985878586769104,0.5377284288406372,,,42,,"photorealistic portrait of a different person with neutral expression, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
8,neutral,D_SelectiveSegmentation_Prompt,neutral,0.9905056357383728,sad,0.9878948330879211,0.5615149736404419,,,42,,"photorealistic portrait of a different person with neutral expression, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
8,neutral,E_EmotionAware_Selection,neutral,0.9905056357383728,sad,0.7025943994522095,0.6010545492172241,,0.2218102365732193,43,emotion_only,"photorealistic portrait of a different person with the same neutral expression facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
8,neutral,F_EmotionAware_PrivacyConstrained,neutral,0.9905056357383728,sad,0.7025943994522095,0.6010545492172241,,0.15867125988006592,43,no_validated_threshold_fallback,"photorealistic portrait of a different person with the same neutral expression facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
8,neutral,G_EditFriendly_DDPM_Inversion_Main,neutral,0.9905056357383728,sad,0.972634494304657,0.48238319158554077,,,42,edit_friendly_ddpm_inversion,"photorealistic portrait of a different person with the same neutral expression facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
9,neutral,A_BBox_Generic,neutral,0.9888274669647217,neutral,0.9805284142494202,0.44222742319107056,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
9,neutral,B_Segmentation_Generic,neutral,0.9888274669647217,neutral,0.9196485280990601,0.506220281124115,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
9,neutral,C_Segmentation_Prompt,neutral,0.9888274669647217,neutral,0.9617269039154053,0.6204179525375366,,,42,,"photorealistic portrait of a different person with neutral expression, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
9,neutral,D_SelectiveSegmentation_Prompt,neutral,0.9888274669647217,sad,0.8389701843261719,0.5818754434585571,,,42,,"photorealistic portrait of a different person with neutral expression, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
9,neutral,E_EmotionAware_Selection,neutral,0.9888274669647217,neutral,0.988720715045929,0.5142349004745483,,0.9999946355819702,46,emotion_only,"photorealistic portrait of a different person with the same neutral expression facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
9,neutral,F_EmotionAware_PrivacyConstrained,neutral,0.9888274669647217,neutral,0.988720715045929,0.5142349004745483,,0.988720715045929,46,no_validated_threshold_fallback,"photorealistic portrait of a different person with the same neutral expression facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
9,neutral,G_EditFriendly_DDPM_Inversion_Main,neutral,0.9888274669647217,neutral,0.7472025156021118,0.6921424269676208,,,42,edit_friendly_ddpm_inversion,"photorealistic portrait of a different person with the same neutral expression facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
10,sad,A_BBox_Generic,sad,0.9851067066192627,neutral,0.9907970428466797,0.7694147229194641,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
10,sad,B_Segmentation_Generic,sad,0.9851067066192627,neutral,0.7489919662475586,0.7899661660194397,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
10,sad,C_Segmentation_Prompt,sad,0.9851067066192627,sad,0.9765641689300537,0.7747297286987305,,,42,,"photorealistic portrait of a different person with sad, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
10,sad,D_SelectiveSegmentation_Prompt,sad,0.9851067066192627,sad,0.982664167881012,0.803066611289978,,,42,,"photorealistic portrait of a different person with sad, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
10,sad,E_EmotionAware_Selection,sad,0.9851067066192627,sad,0.977770984172821,0.647957444190979,,0.9999685883522034,43,emotion_only,"photorealistic portrait of a different person with the same sad facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
10,sad,F_EmotionAware_PrivacyConstrained,sad,0.9851067066192627,sad,0.977770984172821,0.647957444190979,,0.977770984172821,43,no_validated_threshold_fallback,"photorealistic portrait of a different person with the same sad facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
10,sad,G_EditFriendly_DDPM_Inversion_Main,sad,0.9851067066192627,sad,0.9868717193603516,0.5529585480690002,,,42,edit_friendly_ddpm_inversion,"photorealistic portrait of a different person with the same sad facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
11,sad,A_BBox_Generic,angry,0.43441665172576904,neutral,0.9873579740524292,0.567259669303894,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
11,sad,B_Segmentation_Generic,angry,0.43441665172576904,sad,0.4500215947628021,0.6131381988525391,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
11,sad,C_Segmentation_Prompt,angry,0.43441665172576904,sad,0.9561777114868164,0.5888686776161194,,,42,,"photorealistic portrait of a different person with sad, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
11,sad,D_SelectiveSegmentation_Prompt,angry,0.43441665172576904,sad,0.9573324918746948,0.6559479236602783,,,42,,"photorealistic portrait of a different person with sad, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
11,sad,E_EmotionAware_Selection,angry,0.43441665172576904,sad,0.8489222526550293,0.6888875365257263,,0.49386507272720337,43,emotion_only,"photorealistic portrait of a different person with the same sad facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
11,sad,F_EmotionAware_PrivacyConstrained,angry,0.43441665172576904,sad,0.9869356751441956,0.6476715803146362,,0.9869356751441956,44,no_validated_threshold_fallback,"photorealistic portrait of a different person with the same sad facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
11,sad,G_EditFriendly_DDPM_Inversion_Main,angry,0.43441665172576904,happy,0.6578992009162903,,,,42,edit_friendly_ddpm_inversion,"photorealistic portrait of a different person with the same sad facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
12,sad,A_BBox_Generic,angry,0.6771249175071716,sad,0.49990180134773254,0.5223262906074524,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
12,sad,B_Segmentation_Generic,angry,0.6771249175071716,sad,0.9827057123184204,0.38140368461608887,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
12,sad,C_Segmentation_Prompt,angry,0.6771249175071716,sad,0.9614970684051514,0.6105650663375854,,,42,,"photorealistic portrait of a different person with sad, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
12,sad,D_SelectiveSegmentation_Prompt,angry,0.6771249175071716,sad,0.8262805938720703,0.5948866605758667,,,42,,"photorealistic portrait of a different person with sad, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
12,sad,E_EmotionAware_Selection,angry,0.6771249175071716,angry,0.8841207027435303,0.7757794260978699,,0.9756314754486084,43,emotion_only,"photorealistic portrait of a different person with the same sad facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
12,sad,F_EmotionAware_PrivacyConstrained,angry,0.6771249175071716,sad,0.9736373424530029,0.4463958144187927,,0.9736373424530029,45,no_validated_threshold_fallback,"photorealistic portrait of a different person with the same sad facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
12,sad,G_EditFriendly_DDPM_Inversion_Main,angry,0.6771249175071716,angry,0.7264620661735535,0.7336471080780029,,,42,edit_friendly_ddpm_inversion,"photorealistic portrait of a different person with the same sad facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
13,surprise,A_BBox_Generic,fear,0.9786010384559631,neutral,0.9874171018600464,0.3661903142929077,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
13,surprise,B_Segmentation_Generic,fear,0.9786010384559631,neutral,0.9906381368637085,0.4748285710811615,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
13,surprise,C_Segmentation_Prompt,fear,0.9786010384559631,neutral,0.9902881383895874,0.5449354648590088,,,42,,"photorealistic portrait of a different person with surprised, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
13,surprise,D_SelectiveSegmentation_Prompt,fear,0.9786010384559631,neutral,0.9909213185310364,0.536710798740387,,,42,,"photorealistic portrait of a different person with surprised, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
13,surprise,E_EmotionAware_Selection,fear,0.9786010384559631,neutral,0.9863578081130981,0.6663675308227539,,0.005971287377178669,42,emotion_only,"photorealistic portrait of a different person with the same surprised facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
13,surprise,F_EmotionAware_PrivacyConstrained,fear,0.9786010384559631,neutral,0.9869510531425476,0.5250329971313477,,0.00048063945723697543,44,no_validated_threshold_fallback,"photorealistic portrait of a different person with the same surprised facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
13,surprise,G_EditFriendly_DDPM_Inversion_Main,fear,0.9786010384559631,surprise,0.9123402237892151,0.47229838371276855,,,42,edit_friendly_ddpm_inversion,"photorealistic portrait of a different person with the same surprised facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
14,surprise,A_BBox_Generic,surprise,0.9554285407066345,neutral,0.9855532050132751,0.42840635776519775,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
14,surprise,B_Segmentation_Generic,surprise,0.9554285407066345,sad,0.9637678265571594,0.43527114391326904,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
